os_time,new_ax_list,new_ay_list,new_az_list,elbow_flex,elbow_rot
0,-1.57113148421828,-0.0994498355637943,0.179279403221098,6.55730060999283,8.89385665692797e-07
0.0167,-1.56946766540219,-0.0986046086649337,0.178942538033409,6.67880654473407,8.29365209550163e-07
0.0333,-1.57611839487455,-0.0971140544381724,0.178395694558622,6.67365308824473,7.4219825757475e-07
0.05,-1.57502463530792,-0.0986513442471219,0.178390046395698,6.67898650120657,2.94613517536673e-07
0.0667,-1.57616512507886,-0.0974485417132942,0.178393080234214,6.67368623535832,2.11797664931258e-07
0.0833,-1.57617475743154,-0.0975178194937957,0.178558727173654,6.66753864522693,1.34914870219326e-07
0.1,-1.57287400173821,-0.0982796712332579,0.179187583744603,6.63362950964391,1.25392908212209e-07
0.1167,-1.5763279069374,-0.097933416802292,0.17865434835106,6.66619391227632,7.50599286749218e-08
0.1333,-1.57603397736346,-0.0984872300401826,0.178445687475894,6.65973506590742,3.01622753037121e-08
0.15,-1.57622295489659,-0.0980859037992852,0.178474505623582,6.67440969305374,2.18186471310851e-08
0.1667,-1.57652335821802,-0.0982362028587777,0.178589853581693,6.67769457847443,1.93247830006408e-08
0.1833,-1.57664262699495,-0.098074231833925,0.178664828138021,6.67608019475024,5.72732356899524e-09
0.2,-1.57711136152807,-0.0982639664066398,0.178313651972855,6.66617756390571,4.3834815205185e-09
0.2167,-1.57299556399251,-0.099208220500792,0.178644394355277,6.61616801681512,4.09803243656118e-09
0.2333,-1.5774577248633,-0.0983032471072594,0.177822318625727,6.67185515170802,2.42724048236256e-09
0.25,-1.57751674618865,-0.0978486921712725,0.177648329376078,6.68889155586748,1.5356270814748e-09
0.2667,-1.57769623082082,-0.0983829786010019,0.177395662658355,6.66949608406758,7.61941063914638e-10
0.2833,-1.57682175532314,-0.0982664989969842,0.177647925464062,6.66834912485422,7.08545120651736e-10
0.3,-1.57811528612892,-0.0979715787645278,0.177772782779796,6.68233085209378,4.79570588292101e-10
0.3167,-1.5757868383047,-0.0987554437709751,0.178292261928,6.65142139125563,4.50241970844654e-10
0.3333,-1.57344794693905,-0.0987151748161182,0.178713386633876,6.62639291391373,4.20633868443325e-10
0.35,-1.5710948298294,-0.099395954177644,0.178908469443078,6.59778088933734,3.95121301808693e-10
0.3667,-1.57814992353868,-0.0981336716797867,0.178376735604609,6.66893074104443,3.64842359427974e-10
0.3833,-1.57494893207747,-0.0987500181815944,0.178840350818055,6.63799456187721,3.39135061687983e-10
0.4,-1.57801720207835,-0.0982272601968836,0.178901139358335,6.67204046781089,3.13041516606149e-10
0.4167,-1.57805719921909,-0.0981699007801286,0.179252743078585,6.66231344768786,2.17548679872941e-10
0.4333,-1.57622225978118,-0.099216186872928,0.179293899313361,6.65936060427759,1.51504359726843e-10
0.45,-1.57351401603611,-0.0992837933967032,0.179991001801303,6.59449186116896,1.4246690395832e-10
0.4667,-1.57794598722231,-0.0980870477341321,0.179513628093676,6.64117852472237,9.69965410183366e-11
0.4833,-1.57773894754389,-0.0980323566762822,0.179480585961123,6.63755596953187,8.63130884840204e-11
0.5,-1.57782662492468,-0.0980513052200583,0.179609766938141,6.63672838010547,5.78928608659831e-11
0.5167,-1.57641291192454,-0.0981742141061905,0.179692981976168,6.63042011915943,5.39321487250628e-11
0.5333,-1.57519033429082,-0.0996393629836768,0.180324135402798,6.61377217315009,4.98093257784949e-11
0.55,-1.57287710729012,-0.0994887791265592,0.180534091129195,6.57848339792049,4.68352611442482e-11
0.5667,-1.57187435988569,-0.0986656216714169,0.180827888547901,6.59402854898555,4.35422092908975e-11
0.5833,-1.5714371562868,-0.0990356062053961,0.181097709769289,6.57491794122558,4.05823703396825e-11
0.6,-1.57123904744025,-0.0996520723196667,0.181080280919429,6.5341934791041,3.68170097957023e-11
0.6167,-1.57869227487328,-0.0983106573648634,0.180516381039271,6.63538892267388,3.37894204480209e-11
0.6333,-1.57915791725145,-0.0990179020048217,0.180526316703956,6.67549653089318,3.1408184247374e-11
0.65,-1.57889848644238,-0.0988696075018995,0.180602124291408,6.62631583502827,2.22968770835476e-11
0.6667,-1.57917139778503,-0.098623580330948,0.180911911152824,6.64287679359278,2.04574362312992e-11
0.6833,-1.5793521189805,-0.0987786939529548,0.18052270226123,6.63939394384902,1.80917899661645e-11
0.7,-1.57724920449084,-0.100001077683075,0.180750582035543,6.63905415746741,1.68366568856105e-11
0.7167,-1.57422686419211,-0.0996625325254864,0.18083646411619,6.58529867408718,1.5730708929442e-11
0.7333,-1.57774562159859,-0.0996066406937334,0.180904535564812,6.60425956611139,1.44090363117174e-11
0.75,-1.57936134684632,-0.100127909199689,0.180963894999689,6.66095739392612,9.78876585468311e-12
0.7667,-1.57446929212124,-0.102045199304731,0.181751197347031,6.54453527966215,9.10911032697962e-12
0.7833,-1.58033301517902,-0.0991401248926339,0.181531275799371,6.63731360552082,6.34998286490606e-12
0.8,-1.57571384688369,-0.100187625679964,0.181772631940734,6.57257674306114,5.90150614291728e-12
0.8167,-1.58017846126619,-0.0993316334414949,0.181579270673469,6.63023974506851,3.35209814157652e-12
0.8333,-1.58025536240909,-0.0994828768347902,0.181486324881406,6.62777755670866,3.07668443799322e-12
0.85,-1.57330388868328,-0.101517610993055,0.182225608209126,6.51229273944686,2.85113760591284e-12
0.8667,-1.58010275792423,-0.0996218749695607,0.181884793869032,6.60154390395921,2.01101516405488e-12
0.8833,-1.57909079442434,-0.100490646222153,0.182093626628268,6.62501379470966,1.38347790223772e-12
0.9,-1.57439181974005,-0.100537248574104,0.182552397034826,6.56203503703519,1.2838826276321e-12
0.9167,-1.58016550544452,-0.0993617241899504,0.182198404235115,6.5954859030319,6.91872779907278e-13
0.9333,-1.57522483393421,-0.100388861200538,0.182673837362515,6.53952752509877,6.44419524800465e-13
0.95,-1.58025290175509,-0.099178166069417,0.182062175450174,6.60870254328663,5.90960499105241e-13
0.9667,-1.58005223407511,-0.0993570609841734,0.181994969511243,6.59674657619026,3.54520587536837e-13
0.9833,-1.57444497808168,-0.100856796023049,0.182761525314792,6.53997912637972,3.12647034074508e-13
1,-1.57959166686677,-0.0996193752404396,0.182300348536327,6.60444448163502,2.79900723366209e-13
1.0167,-1.58052545929836,-0.0989147765169303,0.182431896401448,6.6198243679182,1.89698946715428e-13
1.0333,-1.57539073810817,-0.100383415153504,0.182666922150648,6.56406036304288,1.6687621718885e-13
1.05,-1.5804504542353,-0.0995758477367997,0.182292679361006,6.6057896310003,1.47809616909982e-13
1.0667,-1.58068375938446,-0.0994296797732732,0.182335945285986,6.61304647896691,1.35098397006827e-13
1.0833,-1.57461008426223,-0.100284763521764,0.183261273716535,6.55380543332173,1.14511551319753e-13
1.1,-1.58048496189945,-0.0991797847343641,0.182812253074167,6.60825913848248,1.0181166860864e-13
1.1167,-1.58059828393233,-0.0993566305813177,0.182772907313652,6.58878385337809,5.94701052096679e-14
