right_elbow torque_torque
Time - s,Torque magnitude[Nm],Torque1 [Nm],Axis1x,Axis1y,Axis1z,Torque2 [Nm],Axis2x,Axis2y,Axis2z,Torque3 [Nm],Axis3x,Axis3y,Axis3z,
0,0.25422,0.020246,-0.66058,0.7459,-0.085235,-0.25341,0.74899,0.66255,-0.0068097,1.2143e-17,0.051393,-0.068339,-0.99634
0.1,0.24476,0.018338,-0.6612,0.74547,-0.08419,-0.24407,0.74847,0.66313,-0.0064116,-1.0408e-17,0.05105,-0.067254,-0.99643
0.2,0.23404,0.033187,-0.6613,0.74544,-0.083688,-0.23167,0.74838,0.66324,-0.0059463,-1.2143e-17,0.051073,-0.066563,-0.99647
0.3,0.26196,0.012575,-0.66018,0.74645,-0.08353,-0.26165,0.74939,0.6621,-0.0060912,-5.2042e-18,0.050758,-0.066618,-0.99649
0.4,0.23711,0.0092201,-0.65996,0.74671,-0.082927,-0.23693,0.74962,0.66183,-0.0063273,-1.5613e-17,0.050159,-0.06634,-0.99654
0.5,0.25709,0.0080129,-0.65896,0.74758,-0.083022,-0.25696,0.75045,0.66091,-0.005168,2.7756e-17,0.051007,-0.065709,-0.99653
0.6,0.23603,0.017825,-0.65853,0.74794,-0.083156,-0.23536,0.75074,0.66058,-0.0037187,3.4694e-18,0.05215,-0.064877,-0.99653
0.7,0.25555,0.02107,-0.6578,0.7486,-0.083021,-0.25468,0.75135,0.6599,-0.0028982,-1.2143e-17,0.052615,-0.064284,-0.99654
0.8,0.24943,0.0011567,-0.65785,0.74865,-0.082201,-0.24943,0.75136,0.65988,-0.0032143,-1.7347e-18,0.051836,-0.063877,-0.99661
0.9,0.23523,0.012286,-0.65797,0.74858,-0.081871,-0.23491,0.75127,0.65999,-0.0030504,-6.9389e-18,0.05175,-0.063514,-0.99664
1,0.25218,-0.00063837,-0.6579,0.74874,-0.081014,-0.25218,0.75133,0.65992,-0.0024615,1.5613e-17,0.051619,-0.062488,-0.99671
1.1,0.22679,0.0075714,-0.65871,0.74816,-0.079729,-0.22667,0.75064,0.66071,-0.0016752,3.4694e-18,0.051425,-0.060951,-0.99682
1.2,0.25017,0.01181,-0.65855,0.74836,-0.079214,-0.24989,0.75076,0.66058,-0.0008088,1.3878e-17,0.051721,-0.060003,-0.99686
1.3,0.2249,0.0088652,-0.65898,0.74804,-0.078673,-0.22472,0.75041,0.66097,-0.0009978,-8.6736e-18,0.051254,-0.059695,-0.9969
1.4,0.24132,-0.0020753,-0.65893,0.74812,-0.078314,-0.24132,0.75049,0.66088,-0.0012293,6.9389e-18,0.050837,-0.059584,-0.99693
1.5,0.22254,-0.0042216,-0.65949,0.74769,-0.077692,-0.2225,0.75002,0.66141,-0.0012359,-1.9082e-17,0.050462,-0.059086,-0.99698
1.6,0.24076,0.026207,-0.66002,0.74723,-0.077594,-0.23933,0.74953,0.66198,-0.00066822,-1.7347e-18,0.050866,-0.0586,-0.99698
1.7,0.23896,-0.0047313,-0.66064,0.74663,-0.078059,-0.23892,0.749,0.66256,-0.001714,0,0.050439,-0.059599,-0.99695
