right_shoulder joint angle_angle
Time-s, Rot1 Rot2 Rot3 Total Angle   [degree]
10.9,-35.7418,-37.5479,21.9926,60.0677
11,-38.1952,-29.5692,22.3344,56.6652
11.1,-41.33,-21.363,22.0788,54.2765
11.2,-44.3988,-13.5844,21.3127,52.9169
11.3,-48.6389,-6.10392,16.5181,52.3674
11.4,-55.2233,-0.850093,12.5652,56.6219
11.5,-62.2762,1.01489,11.1002,63.0701
11.6,-68.2838,-0.0551065,9.59806,68.8786
11.7,-74.9378,-2.43836,9.26886,75.6544
11.8,-80.2685,-4.92883,4.66808,80.7066
11.9,-83.4151,-4.48225,0.961218,83.5554
12,-83.3417,-1.86633,1.57704,83.3966
12.1,-84.8884,-1.24162,4.32319,85.0316
12.2,-85.3436,-0.673152,4.29561,85.4583
12.3,-85.9363,-0.509372,4.43366,86.0493
12.4,-86.1091,-0.486109,4.65929,86.2312
12.5,-86.0957,-0.466649,4.83934,86.2257
12.6,-86.0317,-0.578774,5.22732,86.1873
12.7,-86,-0.718037,5.60735,86.1844
12.8,-86.129,-0.848035,5.97724,86.3431
12.9,-86.2004,-0.933298,6.38115,86.4459
13,-86.2595,-1.08605,6.64184,86.533
13.1,-84.8337,-0.362134,8.01839,85.166
13.2,-82.2905,1.52718,8.74199,82.5668
13.3,-80.0112,3.05284,9.51353,80.2763
13.4,-77.658,4.54604,10.7248,77.9674
13.5,-74.3788,5.46685,11.114,74.7297
13.6,-70.4052,5.32369,12.1204,70.9237
13.7,-66.2826,3.1055,14.0103,67.2714
13.8,-61.8612,-1.54288,17.5418,64.3065
13.9,-57.5796,-7.72059,22.6632,63.3614
14,-53.5129,-13.851,25.8083,63.1613
14.1,-49.5076,-19.6859,26.6521,62.6664
14.2,-45.3124,-25.9087,26.4718,62.3292
14.3,-41.6008,-32.1432,25.3121,62.4978
14.4,-38.7433,-37.4367,23.8952,63.1189
14.5,-37.1543,-41.2473,21.3457,63.3545
14.6,-36.7048,-44.1321,18.3598,63.69
14.7,-37.1934,-45.9492,15.0726,63.8495
14.8,-37.9415,-46.6237,10.5995,62.9457
14.9,-38.963,-46.8566,6.93231,62.3859
15,-39.1729,-46.7652,6.84537,62.4189
15.1,-39.0591,-47.3291,6.53025,62.6628
15.2,-38.0649,-47.9177,7.93647,62.9987
15.3,-37.5486,-47.781,10.9046,63.7131
15.4,-38.2786,-48.0417,13.597,65.4994
15.5,-38.2611,-47.5608,15.1833,65.8201
15.6,-36.3846,-44.9352,17.2905,63.5779
15.7,-34.4759,-39.7064,19.1014,59.2758
15.8,-34.1627,-33.3661,21.1911,55.6111
15.9,-36.1821,-26.5146,22.0303,53.091
16,-40.2147,-21.0232,21.2676,52.7613
16.1,-44.5296,-15.301,20.7629,53.4691
16.2,-48.4095,-10.1101,18.1291,53.8751
16.3,-52.3827,-6.2353,14.8519,55.4035
16.4,-55.8572,-6.2118,13.7966,58.4288
16.5,-58.434,-9.3155,12.5197,61.28
16.6,-60.1986,-14.6003,12.5127,64.4224
16.7,-61.7099,-20.8846,12.2864,67.9145
16.8,-61.9825,-26.7308,10.5726,69.9276
16.9,-61.9858,-30.9345,8.07224,70.93
17,-60.8582,-32.9538,6.55572,70.3729
17.1,-60.3465,-33.3557,6.54903,70.1199
17.2,-60.3172,-33.1797,5.09626,69.5397
17.3,-59.9316,-32.799,2.75464,68.3249
17.4,-59.7356,-32.9054,-1.75673,67.0316
17.5,-60.7274,-32.9998,-4.123,67.4046
17.6,-61.2614,-33.0456,-5.26435,67.6542
17.7,-61.3917,-33.4175,-4.70224,68.0259
17.8,-61.2599,-32.2777,-1.14882,68.2239
17.9,-60.5518,-28.0756,3.95777,67.1642
18,-59.2877,-20.204,8.03366,64.1262
18.1,-59.7851,-11.7418,11.865,63.0249
18.2,-60.8832,-4.96245,13.2081,62.8991
18.3,-63.0324,-0.259673,12.0958,64.0924
18.4,-67.2479,2.33524,10.7909,67.8252
18.5,-73.1064,2.59151,10.1483,73.5213
18.6,-79.6638,0.976922,9.83671,80.0899
18.7,-85.528,-1.7125,6.04262,85.8039
18.8,-87.743,-0.298441,6.40624,87.9461
18.9,-87.2747,2.56776,9.97988,87.5366
19,-87.2388,3.16682,11.8977,87.6033
19.1,-87.5135,2.96102,11.7985,87.8821
19.2,-87.579,2.99248,11.6295,87.9309
19.3,-87.6963,2.92163,11.381,88.0326
19.4,-87.7654,2.93687,11.3088,88.0942
19.5,-87.8398,3.02317,11.4403,88.1717
19.6,-87.9335,3.09712,11.5848,88.2702
19.7,-87.9997,3.10799,11.7997,88.3517
19.8,-88.0144,3.10995,11.8408,88.3694
19.9,-87.9781,3.01208,11.8145,88.3387
20,-87.9212,2.90891,11.8513,88.2933
20.1,-87.9031,2.72642,12.0206,88.3037
20.2,-87.5087,2.696,12.1553,87.9281
20.3,-86.7839,2.4138,12.0436,87.2254
20.4,-85.0713,2.35769,11.8148,85.5172
20.5,-81.2136,1.55171,9.22607,81.5335
20.6,-75.4626,-2.87126,5.47556,75.8145
20.7,-68.7581,-11.3921,6.23105,70.4317
20.8,-61.492,-21.3175,9.12805,66.8909
20.9,-53.6825,-30.6883,14.0836,65.8637
21,-46.427,-39.0016,19.0999,67.2898
21.1,-38.2763,-46.1737,23.0065,68.6251
21.2,-29.2095,-52.0648,27.3322,70.0803
21.3,-20.5479,-56.4879,32.233,71.9409
21.4,-12.3712,-60.2245,36.6855,73.8734
21.5,-6.37844,-62.6273,40.496,75.5744
21.6,-3.25331,-63.3536,43.4021,76.5812
21.7,-2.77293,-63.1747,43.8718,76.5206
21.8,-2.94357,-63.0884,43.5501,76.3397
21.9,-3.13144,-63.2947,43.0785,76.3206
22,-3.49355,-63.2855,42.251,76.0043
22.1,-3.25365,-62.9958,42.0905,75.6033
22.2,-2.54536,-62.8271,42.6723,75.5304
22.3,-1.46696,-63.1079,43.2432,75.6934
22.4,-0.655947,-63.2052,43.8138,75.8025
22.5,-1.04026,-62.8547,43.5689,75.5213
22.6,-0.90946,-62.4162,43.891,75.3004
22.7,-0.509712,-62.5255,43.6267,75.1179
22.8,-0.497465,-62.9096,43.9172,75.5706
22.9,-0.827132,-62.638,43.9138,75.461
23,-0.928937,-62.5744,43.2829,75.1122
23.1,-0.714464,-63.3606,43.5233,75.7941
23.2,-0.490711,-63.1848,43.9549,75.8062
23.3,-0.631292,-62.7003,43.5492,75.2551
23.4,0.194504,-63.077,43.93,75.4879
23.5,0.951448,-62.9927,44.6003,75.5318
23.6,0.701348,-62.4892,44.504,75.1649
23.7,0.620301,-62.757,43.7149,74.9892
23.8,1.22448,-63.0269,44.6698,75.5097
23.9,1.23062,-62.4765,44.6553,75.0693
24,1.18644,-62.6274,43.8641,74.7892
24.1,1.56095,-62.8463,44.1412,74.9905
24.2,1.31045,-62.6127,44.1703,74.8984
24.3,0.705857,-62.457,43.1847,74.4511
24.4,1.24335,-62.6273,43.2879,74.4753
24.5,1.83181,-62.5558,44.0925,74.6553
24.6,1.41148,-62.3366,43.799,74.4579
24.7,0.997845,-62.4917,42.9287,74.2582
24.8,1.05605,-62.5908,42.9361,74.3232
24.9,1.38031,-62.1839,42.7979,73.8319
25,1.61532,-61.9159,43.0352,73.6713
25.1,1.98996,-61.8826,43.5134,73.7805
25.2,2.24493,-61.6497,43.8984,73.7222
25.3,2.08683,-61.6586,43.4137,73.5246
25.4,2.50169,-61.7589,44.0906,73.8322
25.5,2.66921,-61.3247,44.2,73.5025
25.6,2.7432,-61.2762,44.1957,73.4412
25.7,3.43618,-61.5742,44.3538,73.5566
25.8,3.4935,-61.5459,45.083,73.8981
25.9,3.11778,-61.3187,44.5143,73.5328
26,3.32797,-61.6793,44.7726,73.8862
26.1,3.59813,-61.6375,45.3214,74.0635
26.2,3.16441,-61.4307,45.1653,73.9475
26.3,3.1424,-61.4575,45.3178,74.055
26.4,3.17802,-61.4249,45.3934,74.0595
26.5,3.08105,-61.3849,44.9454,73.8206
26.6,3.209,-61.4864,45.0977,73.9418
26.7,3.18967,-61.4174,45.4369,74.0734
26.8,2.88363,-61.2614,45.0264,73.8255
26.9,2.90849,-61.4269,44.8069,73.8302
27,2.36002,-61.8247,44.432,74.1028
27.1,2.19803,-62.0872,44.4041,74.3406
27.2,3.21978,-62.5493,45.2076,74.816
27.3,3.65941,-62.9324,45.6516,75.2136
27.4,3.37452,-63.0336,45.5524,75.3235
27.5,2.71278,-63.2371,45.4272,75.6126
27.6,2.77849,-63.4562,45.4135,75.756
27.7,3.12376,-63.6197,46.0003,76.0822
27.8,3.14445,-63.5649,46.1634,76.1181
27.9,3.44607,-63.465,46.4926,76.1222
28,3.57205,-63.5249,46.7566,76.2681
28.1,3.75289,-63.3859,46.7914,76.1261
28.2,3.81179,-63.2916,46.6073,75.9406
28.3,4.03459,-63.2814,46.7748,75.9546
28.4,4.20254,-63.395,46.8312,76.0214
28.5,3.63316,-63.4856,45.958,75.8058
28.6,3.13747,-63.6095,45.0404,75.5775
28.7,2.22446,-63.3764,43.8133,75.0415
28.8,-0.709838,-61.9085,40.7077,73.1823
28.9,-7.88779,-57.8969,34.6228,69.12
29,-16.3783,-51.7393,27.5678,63.5424
29.1,-25.6113,-44.6677,19.0382,57.7608
29.2,-36.5001,-37.3663,13.1225,56.1581
29.3,-47.8924,-27.1935,8.74214,57.0863
29.4,-58.9442,-15.223,4.27248,61.3903
29.5,-68.7156,-5.75869,5.44918,69.3872
29.6,-77.0844,-1.53716,8.34608,77.5891
29.7,-83.8742,-0.920645,9.62265,84.4036
29.8,-88.8746,-1.2624,11.5204,89.5961
29.9,-90.4085,1.54367,15.7396,91.2757
30,-89.9952,4.69448,17.6537,90.725
30.1,-89.9112,4.92747,18.5005,90.7137
30.2,-90.0827,4.48465,18.3534,90.9156
30.3,-90.2399,4.15584,17.7688,91.0387
30.4,-90.4574,3.58284,16.7849,91.2045
30.5,-90.5187,3.1106,16.018,91.2322
30.6,-90.4649,2.90494,15.6028,91.1568
