Time,Neck joint Bend Front/Back,Neck joint Twist Left/Right,Neck joint Lean Right/Left,Lumbar joint Bend Front/Back,Lumbar joint Twist Left/Right,Lumbar joint Lean Right/Left,Right shoulder Flex/Ext,Right shoulder Abd/Add,Right shoulder Int/Ext,Right elbow Flex/Ext,Right elbow Val/Var,Right elbow Int/Ext,Right wrist Abd/Add,Right wrist Flex/Ext,Right wrist Int/Ext,Right hip Flex/Ext,Right hip Abd/Add,Right hip Int/Ext,Right knee Flex/Ext,Right knee Varus/Valgus,Right knee Int/Ext,Right ankle Plantar/Dorsi,Right ankle Int/Ext,Right ankle Sup/Pro,Left shoulder Flex/Ext,Left shoulder Abd/Add,Left shoulder Int/Ext,Left elbow Flex/Ext,Left elbow Val/Var,Left elbow Int/Ext,Left wrist Abd/Add,Left wrist Flex/Ext,Left wrist Int/Ext,Left hip Flex/Ext,Left hip Abd/Add,Left hip Int/Ext,Left knee Flex/Ext,Left knee Varus/Valgus,Left knee Int/Ext,Left ankle Plantar/Dorsi,Left ankle Int/Ext,Left ankle Sup/Pro,
5.7,17.0105,-12.0796,-5.1925,8.8827,-1.7924,0.77989,10.3798,53.1944,-101.0496,42.7775,149.8454,-111.6591,-6.3611e-15,10.8357,-90,6.4108e-15,0,0,3.2054e-15,-44.7771,0,-7.9514e-16,98.4957,0,8.2908,0.88,90.9509,1.4041,-120.4072,100.4495,6.212e-16,147.3808,0,6.4108e-15,0,0,3.2054e-15,44.7771,0,-9.9392e-16,-100.5794,0,
5.8,16.2201,-13.8825,-4.6359,8.9508,-1.6582,0.83354,13.8408,49.4149,-101.863,48.5559,154.9592,-114.293,-3.1806e-15,26.5651,-90,-6.3363e-15,135.1126,0,-2.4848e-17,116.5651,0,-1.2921e-15,-108.774,0,8.4588,0.94875,90.8154,1.4327,-119.7329,100.3167,1.4909e-16,-180,0,-6.3363e-15,-135.1126,0,-2.4848e-17,-116.5651,0,-1.8388e-15,104.7465,0,
5.9,15.5231,-15.1981,-4.3698,8.9499,-1.3548,0.88698,18.0403,44.2748,-102.2122,49.8745,161.4125,-115.2062,0,90,-90,-6.3549e-15,134.7491,0,-6.212e-18,-97.125,0,-2.6712e-16,-100.685,0,8.4021,0.92933,90.6897,1.2644,-117.0735,100.1752,4.9696e-17,-97.125,0,-6.3549e-15,-134.7491,0,-1.2424e-17,-180,0,-4.0999e-16,-94.7402,0,
6,14.9958,-15.962,-4.4532,8.9555,-0.98629,0.99807,22.8315,39.5063,-102.2346,46.6332,167.029,-115.2843,0,90,-90,6.3549e-15,-0.44805,0,3.1868e-15,-44.493,0,-1.1477e-15,113.9252,0,8.3121,0.99154,90.691,1.0839,-114.1564,100.0682,1.2424e-16,107.354,0,6.3549e-15,0.44805,0,3.1868e-15,44.493,0,-1.5204e-15,-120.4709,0,
6.1,14.5088,-16.4267,-4.5266,9.0267,-0.65678,1.1066,27.4121,36.3351,-101.1797,40.8684,171.3559,-114.3436,-6.3611e-15,14.0362,-90,6.3549e-15,0.44805,0,6.212e-18,-82.875,0,1.5623e-15,24.7269,0,8.4076,1.7989,90.723,1.0333,-112.6323,99.9299,0,0,0,6.3549e-15,-0.44805,0,6.212e-18,82.875,0,1.2145e-15,-72.694,0,
6.2,14.194,-16.9526,-4.4919,9.1222,-0.25869,1.1616,31.6525,33.631,-99.0505,34.2783,176.3667,-113.0259,0,90,-90,3.4166e-17,0,0,1.553e-17,-89.7158,0,-6.8643e-16,-100.9188,0,8.5592,2.9049,91.1004,1.0599,-113.0297,99.9494,-1.9878e-16,0,0,3.4166e-17,0,0,1.553e-17,89.7158,0,-6.3673e-16,100.1464,0,
6.3,13.9345,-17.7252,-4.2436,9.1675,0.274,1.1453,34.9958,31.1412,-96.2669,28.6209,-177.2394,-112.3386,1.2722e-14,165.9638,-90,6.3735e-15,44.9441,0,3.1868e-15,0,0,-4.5969e-16,95.8645,0,8.759,3.5246,91.4855,1.0841,-113.88,100.0277,4.9696e-17,-104.0362,0,6.3797e-15,-44.6915,0,3.1868e-15,-0.89343,0,-8.0756e-16,-100.2345,0,
6.4,13.6457,-18.6044,-4.0414,9.198,0.77114,1.109,37.1444,29.81,-93.0443,23.7965,-169.7949,-110.271,-3.1806e-15,63.4349,-90,-1.2424e-17,90.1119,0,-3.193e-15,134.2302,0,8.6968e-17,-88.9695,0,8.881,3.7349,91.8335,1.1763,-115.2601,99.9977,-9.9392e-17,63.4349,0,-3.7272e-17,-90.3357,0,-3.2551e-15,-134.7821,0,4.3484e-16,84.8576,0,
6.5,13.4238,-19.4402,-3.7521,9.2122,1.3007,1.0304,38.4229,28.5656,-91.2877,18.9052,-160.6969,-107.6806,3.1806e-15,116.5651,-90,-6.3363e-15,-134.8879,0,-2.4848e-17,180,0,-9.6908e-16,123.9604,0,8.9655,4.2055,92.2501,1.2952,-116.5791,99.9527,0,-90,0,-6.3363e-15,134.8879,0,-2.4848e-17,-180,0,-4.9696e-16,-109.0066,0,
6.6,13.3594,-19.8527,-3.7018,9.1184,1.6849,0.95074,38.6505,28.8198,-90.42,16.5956,-155.7934,-106.1731,0,-90,-90,6.4108e-15,-0.88824,0,3.1309e-15,1.8183,0,-6.9575e-16,98.694,0,8.8598,5.0207,92.4377,1.2827,-115.7846,99.8914,-9.9392e-17,-75.9638,0,6.4108e-15,0.88824,0,3.1309e-15,-1.8183,0,-8.9453e-16,-101.1273,0,
6.7,13.6248,-19.9469,-3.674,8.8653,1.9892,0.93561,38.9176,28.614,-89.3141,14.6119,-150.1065,-104.6226,6.3611e-15,135,-90,0,90,0,0,90,0,3.9757e-16,-83.7777,0,8.5445,5.89,92.6828,1.1024,-113.0673,99.8327,-9.9392e-17,0,0,0,-90,0,0,-90,0,1.9878e-16,86.881,0,
6.8,13.9294,-20.1411,-3.3699,8.7271,2.0982,0.90701,39.4946,28.5116,-88.9408,12.773,-145.2716,-103.2438,6.3611e-15,-153.4349,-90,6.3611e-15,45.4441,0,0,90,0,2.0872e-15,-17.1012,0,8.3187,6.7869,92.6434,0.98677,-111.036,99.7348,-9.9392e-17,89.5559,0,6.3611e-15,-45.4441,0,9.9392e-17,-88.1524,0,2.1866e-15,77.879,0,
6.9,14.0446,-20.2344,-3.2028,8.8673,2.0874,0.93751,40.3267,28.404,-88.3398,11.6955,-144.2075,-102.4179,3.1806e-15,135,-90,6.3611e-15,0.89517,0,0,-90,0,1.4909e-15,53.0332,0,8.3795,6.1487,92.6155,0.95642,-110.8039,99.6334,0,-90,0,6.3611e-15,-0.89517,0,0,90,0,1.2921e-15,-56.8633,0,
7,13.5064,-20.1887,-3.1686,9.4162,2.2303,1.035,41.571,26.9425,-88.8619,10.6139,-142.5973,-102.9164,-3.1806e-15,45,-90,4.9696e-17,0,0,-3.2303e-15,-134.5626,0,7.9514e-16,-80.1342,0,8.8229,5.3911,92.3802,1.1513,-112.7152,99.4072,-1.3666e-16,0,0,4.9696e-17,0,0,-3.1806e-15,135,0,1.0436e-15,77.1366,0,
7.1,12.9091,-19.8409,-3.288,10.0761,2.7947,1.0377,42.9329,25.0803,-88.7625,9.7198,-140.5861,-103.0946,-3.1806e-15,-45,-90,0,90,0,-2.4848e-17,90.4341,0,-6.3363e-16,-131.6103,0,9.2264,4.8405,92.4977,1.114,-112.2674,99.2993,1.0211e-16,-180,0,0,-90,0,-2.4848e-17,-90.4476,0,-5.5908e-16,-102.7648,0,
7.2,11.9342,-19.4434,-3.5409,10.5458,3.3148,1.1583,43.3135,24.7692,-89.1481,10.6278,-145.2574,-103.6399,0,90,-90,7.4544e-17,-53.1301,0,-7.4544e-17,126.8699,0,1.1679e-15,-23.7093,0,9.5788,3.9751,92.4452,1.1217,-111.8201,99.2273,-9.9392e-17,0,0,7.4544e-17,53.1301,0,-7.4544e-17,-126.8699,0,9.1938e-16,29.2658,0,
7.3,11.6474,-18.5243,-3.2947,10.7665,2.8805,1.1841,42.2495,26.2285,-90.375,15.1437,-160.2617,-106.61,0,90,-90,-6.3114e-15,134.7753,0,-4.9696e-17,180,0,-3.2799e-15,-124.2211,0,9.6824,4.1619,92.6751,1.0992,-111.8128,99.3513,0,-90,0,-6.3114e-15,-134.7753,0,-3.1309e-15,-178.1817,0,4.9696e-17,-89.6397,0,
7.4,12.1272,-17.5815,-3.4616,10.7871,2.2696,1.2429,39.4172,29.9168,-91.4982,23.1804,-175.4937,-109.503,0,-90,-90,0,180,0,-3.1806e-15,180,0,4.4727e-16,-81.4594,0,9.5879,2.9183,92.3468,0.89616,-109.3194,99.3439,0,90,0,0,180,0,-3.1806e-15,-180,0,6.4605e-16,77.7532,0,
7.5,12.0752,-16.7162,-3.7325,10.6372,1.5964,1.3005,35.6279,35.5017,-93.4269,32.9623,172.7803,-113.1712,6.3611e-15,-180,-90,6.2617e-15,0,0,0,90,0,8.4483e-16,78.6351,0,9.4563,2.5055,91.728,1.0545,-110.392,98.9438,0,0,0,6.2617e-15,0,0,-4.9696e-17,-90.8425,0,1.3418e-15,-82.7636,0,
7.6,11.7645,-15.8051,-4.022,10.6157,0.70382,1.2435,31.4077,42.0709,-95.4236,44.0373,165.4742,-120.2937,0,90,-90,0,180,0,4.9696e-17,-89.1048,0,3.4787e-16,-78.5456,0,9.4034,1.6396,91.94,1.0939,-112.4213,99.1979,9.9392e-17,116.5651,0,0,180,0,4.9696e-17,89.1048,0,2.4848e-16,81.7684,0,
7.7,11.9615,-15.3192,-4.2036,10.5262,0.00019866,1.137,26.8985,49.3215,-96.8817,55.7446,160.902,-130.632,6.3611e-15,-180,-90,-6.4108e-15,180,0,-3.1806e-15,-135,0,1.3418e-15,44.0564,0,9.4376,1.557,91.6885,1.2691,-115.083,99.1624,1.9878e-16,-180,0,-6.4108e-15,180,0,-3.1806e-15,135,0,1.64e-15,-38.4175,0,
7.8,11.769,-14.7646,-4.6106,10.4574,-0.60556,1.0524,22.0646,56.4066,-99.3155,68.4023,157.0232,-146.98,-1.5903e-15,45,-90,-9.9392e-17,180,0,-3.0315e-15,-132.7454,0,1.2921e-15,-15.0043,0,9.5317,1.6385,91.2348,1.3916,-116.4515,99.1304,-2.4848e-16,0,0,-4.9696e-17,180,0,-3.1806e-15,134.1186,0,1.5406e-15,81.1436,0,
7.9,11.2309,-13.7487,-5.3242,10.3871,-1.3292,1.0034,18.4885,63.0278,-102.3421,81.7508,153.2785,-170.224,1.5903e-15,-153.4349,-90,0,-90,0,0,90,0,1.0436e-15,-61.8043,0,9.3747,1.9673,91.1454,1.373,-116.2833,99.1307,-2.9818e-16,0,0,0,90,0,-1.4909e-16,-92.6838,0,1.4909e-15,73.7751,0,
8,10.9705,-13.2439,-5.5853,10.2493,-1.913,0.83473,17.2279,66.8132,-105.098,94.0408,151.2228,169.6077,7.9514e-16,153.4349,-90,-6.4605e-15,179.1186,0,0,90,0,-2.6836e-15,152.0723,0,9.2584,2.8205,90.8915,1.2151,-114.9798,99.2382,-1.9878e-16,-63.4349,0,-6.4605e-15,-179.1186,0,0,-90,0,-2.783e-15,-152.951,0,
8.1,11.0469,-13.0684,-5.8138,10.0807,-2.2882,0.64982,18.9673,66.6829,-108.3902,103.4187,151.0322,156.3211,7.9514e-16,116.5651,-90,6.4108e-15,45.2212,0,-4.9696e-17,-116.5651,0,1.9878e-16,-64.1336,0,9.2241,3.9928,90.7126,1.211,-115.3213,99.2242,0,0,0,6.4108e-15,-45.2212,0,-4.9696e-17,116.5651,0,-9.9392e-17,103.5283,0,
8.2,11.0187,-12.7048,-6.1631,9.8848,-2.5642,0.4713,23.7649,63.2595,-113.3168,108.9411,151.8658,148.5347,-3.1806e-15,-26.5651,-90,-6.4605e-15,180,0,4.9696e-17,-63.4349,0,-9.9392e-16,-118.3576,0,9.3125,4.9217,90.5552,1.2611,-116.3038,99.2556,1.2424e-16,-107.354,0,-6.4605e-15,180,0,9.9392e-17,0,0,-5.9635e-16,107.9798,0,
8.3,11.1671,-12.7158,-6.2467,9.7317,-2.7256,0.18681,30.7687,58.1192,-119.2261,108.7641,153.7344,146.5978,0,0,-90,6.386e-15,0,0,3.1806e-15,-1.7899,0,2.7333e-16,87.2205,0,9.4431,6.1451,90.5801,1.2731,-117.5838,99.3481,9.9392e-17,104.0362,0,6.386e-15,0,0,3.1806e-15,1.7899,0,2.4848e-17,-89.4181,0,
8.4,11.2263,-12.8853,-6.2267,9.712,-2.7108,-0.17114,37.7482,53.1034,-121.1399,102.431,159.7094,148.5118,6.3611e-15,123.6901,-90,6.3611e-15,45,0,3.1806e-15,45,0,-1.5406e-15,103.7658,0,9.5777,7.9324,90.3136,1.269,-117.2041,99.1857,0,0,0,6.3611e-15,-45,0,3.1806e-15,-44.0906,0,-9.9392e-16,-107.7094,0,
8.5,11.2563,-12.9204,-6.1555,9.6443,-2.544,-0.66154,45.0542,48.3238,-119.6434,90.6266,166.7393,176.2585,0,-90,-90,-6.3611e-15,135,0,0,0,0,-8.4483e-16,101.4224,0,9.4784,10.6667,90.1708,1.0222,-113.8026,99.0203,-1.9878e-16,-63.4349,0,-6.3611e-15,-135,0,0,0,0,-7.9514e-16,-100.7647,0,
8.6,10.778,-13.4943,-5.733,9.6746,-1.8209,-1.2521,53.4228,44.645,-122.0883,74.5852,167.413,-129.2233,-1.5903e-15,-75.9638,-90,-1.9878e-16,-153.4349,0,3.0812e-15,45.9094,0,-4.9696e-16,-96.6349,0,9.6181,13.1601,90.0362,0.75704,-109.7951,98.7947,0,0,0,-9.9392e-17,180,0,3.1806e-15,-45.8814,0,-4.9696e-16,96.6349,0,
8.7,8.7011,-14.4064,-5.334,10.0043,-0.81447,-1.7871,60.147,43.1066,-123.1505,59.965,169.1191,-109.8186,-1.5903e-15,-78.6901,-90,6.3611e-15,0,0,0,-90,0,1.7891e-15,46.7123,0,10.1543,14.6029,89.845,0.8276,-111.2019,98.7343,1.9878e-16,104.0362,0,6.3611e-15,0,0,0,90,0,1.4909e-15,-51.8127,0,
8.8,7.6515,-14.926,-5.2801,10.3413,-0.043583,-2.1664,65.5581,40.1583,-123.2918,45.9898,171.5141,-102.1925,7.9514e-16,-101.3099,-90,6.4108e-15,-44.7771,0,-4.9696e-17,180,0,7.4544e-16,81.3682,0,10.2804,14.452,90.4692,0.71228,-111.1669,98.9799,9.9392e-17,104.0362,0,6.4108e-15,44.326,0,-9.9392e-17,135,0,3.4787e-16,-85.9434,0,
8.9,8.0373,-15.7017,-4.5629,10.4962,0.64514,-2.4645,68.8117,36.9999,-123.1184,33.1892,173.4135,-98.5087,0,-90,-90,0,180,0,0,0,0,-1.9878e-16,-91.4391,0,10.3923,13.8237,89.9415,0.76243,-111.289,98.6566,9.9392e-17,-180,0,0,180,0,0,0,0,-3.9757e-16,92.8753,0,
9,8.1113,-16.3619,-4.3765,10.6222,1.3305,-2.606,70.1679,35.1392,-121.0507,23.8951,176.6788,-96.2328,7.9514e-16,135,-90,0,180,0,-3.2799e-15,-134.1449,0,1.4909e-15,69.0544,0,10.4911,12.8614,89.7071,0.82703,-111.8494,98.3682,-1.9878e-16,0,0,0,180,0,-3.2799e-15,134.1449,0,1.4909e-15,-69.0544,0,
9.1,7.9061,-16.849,-4.3236,10.6937,2.094,-2.7456,70.0804,33.821,-118.2105,17.743,-177.4959,-94.472,-3.1806e-15,56.3099,-90,-6.2617e-15,-134.5489,0,-3.1806e-15,176.4237,0,-2.9818e-16,93.6656,0,10.6727,12.6761,89.8322,0.77285,-111.5709,98.4045,2.9818e-16,-126.8699,0,-6.2617e-15,134.5489,0,-3.0812e-15,-176.3086,0,-1.9878e-16,91.412,0,
9.2,7.6579,-17.1603,-4.3044,10.7161,2.5526,-2.7655,69.3591,33.3926,-116.3038,14.2319,-174.6787,-92.3078,-3.1806e-15,0,-90,0,-90,0,-3.1806e-15,-136.8476,0,6.9575e-16,-76.8858,0,10.8457,12.7962,90.0196,0.74809,-111.7491,98.5607,1.9878e-16,-180,0,0,90,0,-3.1806e-15,135,0,6.9575e-16,-78.356,0,
9.3,7.4262,-17.3602,-4.3268,10.7437,2.7372,-2.604,68.3157,33.5127,-114.7754,12.8492,-174.237,-90.6042,-3.1806e-15,-45,-90,-6.4605e-15,-135.4441,0,-3.2799e-15,-135.8814,0,1.0933e-15,18.7518,0,10.9276,12.6448,90.1077,0.73724,-111.0138,98.6265,0,0,0,-6.4605e-15,135.4441,0,-3.2799e-15,137.7263,0,8.9453e-16,-22.4501,0,
9.4,6.9953,-17.391,-4.1829,10.8111,2.8611,-2.4391,67.5649,33.5855,-113.8721,12.6278,-174.0298,-90.4914,-6.3611e-15,26.5651,-90,-6.3611e-15,-135,0,-3.1806e-15,178.2101,0,7.9514e-16,30.6169,0,10.9434,12.5651,90.1731,0.72247,-110.3392,98.63,0,-90,0,-6.3611e-15,135,0,-3.1806e-15,-178.2101,0,9.9392e-16,-25.4807,0,
9.5,6.4896,-17.6512,-3.7497,10.8909,3.0135,-2.3721,66.8325,33.6475,-113.0323,12.633,-172.7366,-90.3547,0,0,-90,0,180,0,3.0812e-15,-47.6425,0,9.9392e-17,-76.5205,0,11.0685,12.2444,90.4621,0.66325,-109.5229,98.84,1.9878e-16,116.5651,0,0,180,0,3.1806e-15,45,0,-1.9878e-16,-91.9154,0,
9.6,6.2332,-17.771,-2.816,10.9405,3.2873,-2.344,66.6857,33.7719,-113.5834,12.3224,-170.9129,-90.2291,0,-90,-90,6.4108e-15,44.7771,0,9.9392e-17,45,0,1.4909e-16,50.0226,0,11.2359,12.0012,90.6408,0.80484,-111.7685,98.8686,3.9757e-16,135,0,6.4108e-15,-44.7771,0,-4.9696e-17,-180,0,2.9818e-16,-30.8099,0,
9.7,6.615,-17.8155,-1.5062,10.9142,3.3435,-2.3515,66.8718,34.0224,-112.6525,11.9179,-168.8377,-88.6388,-1.5903e-15,45,-90,0,90,0,-3.1309e-15,133.6678,0,2.4848e-16,-83.875,0,11.1854,11.997,91.115,0.91023,-114.0994,99.0752,0,0,0,0,-90,0,-3.1309e-15,-134.5489,0,4.4727e-16,79.0567,0,
9.8,7.0193,-17.8839,-1.1163,10.9372,3.1911,-2.3153,67.2015,34.0606,-112.8882,11.8279,-168.3896,-88.4252,0,90,-90,2.4848e-17,0,0,0,0,0,-4.9696e-16,-95.6358,0,11.0907,11.7718,91.224,0.89628,-113.6183,99.1405,2.9818e-16,126.8699,0,2.4848e-17,0,0,-2.4848e-17,-180,0,-1.0188e-15,101.4184,0,
9.9,7.8706,-17.975,-1.3135,10.9749,2.9683,-2.2719,67.0894,34.1489,-112.0815,12.0222,-166.6269,-88.4551,-3.1806e-15,26.5651,-90,-4.9696e-17,116.5651,0,-3.1806e-15,135,0,1.3169e-15,6.4255,0,10.8845,12.0238,91.4731,0.8697,-112.5974,99.1524,0,0,0,-4.9696e-17,-116.5651,0,-3.1806e-15,-135,0,1.2673e-15,-6.6406,0,
10,8.6478,-17.0477,-1.352,10.9234,2.7604,-2.2447,66.6804,34.2664,-111.3329,12.6043,-165.3546,-89.6101,-1.5903e-15,-63.4349,-90,6.2866e-15,44.8865,0,7.4544e-17,53.1301,0,1.2673e-15,45.8729,0,10.8051,11.7179,91.5077,0.78465,-111.7022,99.2459,9.9392e-17,-104.0362,0,6.2866e-15,-44.8865,0,7.4544e-17,53.1301,0,1.5654e-15,-78.4683,0,
10.1,8.8762,-16.9222,-1.3802,10.8754,2.6768,-2.2524,66.7587,34.0598,-111.0655,12.5815,-164.3399,-90.4091,3.1806e-15,-135,-90,6.3611e-15,-44.5489,0,0,-90,0,8.9453e-16,54.1098,0,10.7777,11.7701,91.6358,0.8577,-113.0599,99.2751,-1.9878e-16,-63.4349,0,6.3611e-15,44.5489,0,0,90,0,5.9635e-16,-64.162,0,
10.2,8.9822,-17.1991,-1.3842,10.8254,2.6475,-2.262,66.9098,33.904,-110.6453,12.3386,-163.3334,-90.5723,-1.5903e-15,0,-90,0,90,0,4.9696e-17,89.1319,0,-1.5903e-15,164.8112,0,10.8222,11.2948,91.6469,0.8755,-114.0862,99.3393,4.9696e-16,141.3402,0,0,-90,0,0,-90,0,-1.3418e-15,-110.3616,0,
10.3,9.0874,-17.2692,-1.4177,10.7921,2.6211,-2.2768,67.1375,33.6483,-110.2455,11.8846,-161.9236,-90.2962,1.5903e-15,135,-90,-6.212e-15,180,0,-3.1806e-15,135,0,4.9696e-17,87.5388,0,10.8127,11.1929,91.8025,0.97698,-116.4277,99.4029,-9.9392e-17,-75.9638,0,-6.212e-15,180,0,-3.1806e-15,-135,0,3.9757e-16,-71.1067,0,
10.4,9.1246,-17.2869,-1.4441,10.7525,2.4995,-2.2591,67.4909,33.4731,-110.0985,11.4596,-160.3636,-90.5946,-4.7708e-15,0,-90,-6.2617e-15,180,0,0,0,0,-2.9818e-16,100.3096,0,10.7703,11.1366,91.6244,0.96817,-116.0258,99.3507,-1.9878e-16,75.9638,0,-6.2617e-15,180,0,-9.9392e-17,-180,0,-5.4666e-16,-108.5085,0,
10.5,8.9883,-17.2923,-1.4552,10.7597,2.4055,-2.203,67.94,33.1979,-110.4689,11.4612,-159.8317,-91.7679,-1.5903e-15,45,-90,4.9696e-17,-89.5379,0,-4.9696e-17,-104.0362,0,4.9696e-17,88.9292,0,10.6667,11.2246,91.6179,0.89743,-114.8536,99.3256,-9.9392e-17,0,0,4.9696e-17,89.5379,0,-4.9696e-17,104.0362,0,1.4909e-16,74.0094,0,
10.6,8.7887,-17.0723,-1.5488,10.7326,2.2446,-2.0855,68.2021,33.577,-112.1404,13.4056,-161.6635,-93.3107,6.3611e-15,165.9638,-90,0,-90,0,-3.1309e-15,180,0,3.9757e-16,-85.1722,0,10.6207,11.2408,91.357,0.86902,-113.8831,99.2256,9.9392e-17,104.0362,0,0,90,0,-3.1309e-15,-180,0,7.9514e-16,80.3965,0,
10.7,9.2005,-16.5761,-1.5851,10.6662,1.7993,-2.0204,68.4207,34.6276,-115.8615,20.1103,-169.7092,-94.2239,5.566e-15,171.8699,-90,-9.9392e-17,-90.924,0,-3.1806e-15,-133.2643,0,0,90,0,10.476,12.0158,91.4374,0.81493,-113.0363,99.3329,2.9818e-16,-180,0,0,90,0,-3.1806e-15,133.2643,0,3.9757e-16,-24.9311,0,
10.8,9.8484,-16.1971,-1.479,10.5743,1.3037,-1.9789,66.5502,38.6817,-119.0793,34.2349,-179.3046,-93.0764,6.9562e-15,-174.3208,-90,-9.9392e-17,-90.8952,0,-3.1806e-15,-176.4237,0,4.9696e-16,15.0428,0,10.3843,12.1919,91.2532,0.74257,-111.5356,99.3423,0,90,0,9.9392e-17,89.1048,0,-3.1806e-15,176.4237,0,5.9635e-16,-12.7656,0,
10.9,10.4583,-15.6206,-1.4736,10.5624,0.7634,-2.0242,60.7673,43.9328,-120.7231,52.8013,175.9955,-94.0312,-2.3854e-15,18.4349,-90,6.3611e-15,-1.7899,0,0,90,0,8.9453e-16,-30.6261,0,10.3437,12.43,91.3105,0.85418,-114.5633,99.4661,-2.9818e-16,53.1301,0,6.3611e-15,1.7899,0,0,-90,0,8.9453e-16,30.6261,0,
11,11.1207,-14.5518,-2.0224,10.6056,0.0058417,-1.9936,50.5383,50.4979,-119.9428,72.9382,171.2113,-112.2809,7.9514e-15,-180,-90,6.3611e-15,-45.8814,0,3.0812e-15,-45.9094,0,-1.3915e-15,-99.8061,0,10.2143,12.7329,90.8672,0.94964,-115.3651,99.4089,9.9392e-17,-180,0,6.3611e-15,45.8814,0,3.0812e-15,45.9094,0,-9.9392e-16,97.0447,0,
11.1,11.9182,-13.3912,-2.7565,10.6114,-0.51858,-1.8548,38.6382,57.4531,-118.7854,90.1669,163.2132,-173.7092,0,-90,-90,0,180,0,0,0,0,9.9392e-16,44.6397,0,9.9538,12.7107,90.9001,0.92585,-115.2176,99.3772,9.9392e-17,104.0362,0,0,180,0,0,0,0,1.0933e-15,-41.9602,0,
11.2,11.9838,-12.3161,-3.6641,10.8806,-0.79815,-1.6518,27.0534,64.7707,-117.3532,101.6955,150.6594,168.4978,-1.5903e-15,0,-90,6.2617e-15,0,0,9.9392e-17,0,0,1.9878e-15,-16.6992,0,9.9032,12.4998,90.8292,1.022,-116.6513,99.4703,-1.4909e-16,0,0,6.2617e-15,0,0,9.9392e-17,0,0,1.7891e-15,18.6138,0,
11.3,12.4369,-11.7982,-4.1616,11.0357,-0.88145,-1.4564,16.1088,72.342,-111.9145,104.1901,139.668,173.5665,-1.5903e-15,51.3402,-90,0,90,0,3.1806e-15,3.5763,0,-1.3915e-15,-159.7811,0,9.8928,11.8424,91.1371,1.123,-119.0317,99.6678,0,0,0,0,-90,0,3.1806e-15,-3.5763,0,-1.2921e-15,158.365,0,
11.4,12.7561,-11.6761,-4.4388,11.1121,-0.86837,-1.2391,9.0349,77.2553,-107.1567,90.8176,134.0299,-172.2747,0,0,-90,-9.9392e-17,-116.5651,0,-3.2799e-15,-135.8814,0,4.9696e-16,-37.7757,0,9.8877,10.7501,91.3685,1.3433,-121.9927,99.7434,-9.9392e-17,-75.9638,0,-9.9392e-17,116.5651,0,-3.2799e-15,135.8814,0,1.0933e-15,18.8247,0,
11.5,13.1928,-11.7524,-4.6012,11.0238,-0.84708,-0.96907,6.8535,77.2047,-104.8333,66.4583,133.2914,-154.5061,0,-90,-90,-9.9392e-17,90.924,0,-9.9392e-17,91.7899,0,-4.9696e-16,97.0218,0,9.5873,9.4324,91.6418,1.3922,-121.5955,99.6263,0,0,0,-9.9392e-17,-90.924,0,0,-90,0,-6.9575e-16,-99.7876,0,
11.6,13.5648,-12.188,-4.3199,10.7794,-0.69871,-0.81403,8.0593,70.6072,-102.5752,44.3965,135.5678,-138.257,-3.1806e-15,45,-90,0,180,0,0,-90,0,8.9453e-16,-2.8822,0,9.1986,8.53,91.7969,1.3016,-120.2485,99.5422,-1.2424e-16,-72.646,0,0,180,0,0,90,0,6.9575e-16,83.8046,0,
11.7,13.5306,-12.9086,-3.9963,10.4576,-0.37577,-0.72799,10.525,55.8069,-101.3745,25.7736,138.6515,-124.8862,3.1806e-15,123.6901,-90,6.3611e-15,0,0,3.1806e-15,-45,0,-1.2921e-15,-116.1444,0,9.0393,8.1536,91.885,1.3096,-120.122,99.6399,-1.9878e-16,0,0,6.3611e-15,0,0,3.1806e-15,45,0,-5.9635e-16,102.816,0,
11.8,13.6997,-13.4288,-3.9303,10.039,-0.07314,-0.61781,13.0004,37.215,-96.0505,10.4595,145.9897,-112.3872,0,-90,-90,0,-90,0,9.9392e-17,88.2101,0,-1.1927e-15,-107.6208,0,8.8084,7.5642,92.3078,1.2705,-119.8287,99.7246,-2.4848e-17,-86.4237,0,0,90,0,9.9392e-17,-88.2101,0,-1.1927e-15,107.6208,0,
11.9,13.549,-13.7753,-3.9424,9.8262,0.38476,-0.39395,12.5119,27.977,-91.8976,3.2652,-166.5529,-108.3487,3.9757e-16,-180,-90,-6.3611e-15,135,0,-3.2799e-15,178.2643,0,8.9453e-16,-81.0153,0,8.7535,6.1824,92.7203,1.2892,-119.7768,99.6601,0,0,0,-6.2617e-15,-134.5489,0,-3.2799e-15,-180,0,8.9453e-16,81.0153,0,
12,13.382,-13.6366,-3.6752,9.6102,0.37521,-0.31926,9.879,34.2171,-92.5154,4.0739,168.5529,-108.3661,-3.9757e-16,-75.9638,-90,-9.9392e-17,-90.8814,0,0,-90,0,-1.3915e-15,104.8197,0,8.6349,6.8239,92.4768,1.3029,-118.8603,99.604,-2.4848e-17,0,0,9.9392e-17,89.0906,0,0,90,0,-7.9514e-16,-98.5836,0,
