Time,Neck joint Bend Front/Back,Neck joint Twist Left/Right,Neck joint Lean Right/Left,Lumbar joint Bend Front/Back,Lumbar joint Twist Left/Right,Lumbar joint Lean Right/Left,Right shoulder Flex/Ext,Right shoulder Abd/Add,Right shoulder Int/Ext,Right elbow Flex/Ext,Right elbow Val/Var,Right elbow Int/Ext,Right wrist Abd/Add,Right wrist Flex/Ext,Right wrist Int/Ext,Right hip Flex/Ext,Right hip Abd/Add,Right hip Int/Ext,Right knee Flex/Ext,Right knee Varus/Valgus,Right knee Int/Ext,Right ankle Plantar/Dorsi,Right ankle Int/Ext,Right ankle Sup/Pro,Left shoulder Flex/Ext,Left shoulder Abd/Add,Left shoulder Int/Ext,Left elbow Flex/Ext,Left elbow Val/Var,Left elbow Int/Ext,Left wrist Abd/Add,Left wrist Flex/Ext,Left wrist Int/Ext,Left hip Flex/Ext,Left hip Abd/Add,Left hip Int/Ext,Left knee Flex/Ext,Left knee Varus/Valgus,Left knee Int/Ext,Left ankle Plantar/Dorsi,Left ankle Int/Ext,Left ankle Sup/Pro,
12.1,13.6052,-13.6464,-3.6548,9.3625,0.17713,-0.32557,9.2466,29.0987,-95.0429,3.8516,162.5798,-108.4864,-3.9757e-16,0,-90,6.3611e-15,45.4441,0,3.2303e-15,-1.7624,0,-1.9382e-15,-129.5083,0,8.3004,6.7432,92.6703,0.89365,-114.2562,99.8794,1.4909e-16,-180,0,6.3611e-15,-45.4441,0,3.2303e-15,1.7624,0,-1.4909e-15,122.4552,0,
12.2,13.1886,-13.2241,-3.8914,9.1143,0.028414,-0.21916,8.6754,28.3664,-94.9504,4.5978,156.0003,-109.2002,3.9757e-16,116.5651,-90,-6.212e-17,90.5595,0,6.212e-17,0,0,-6.212e-17,92.7389,0,8.0775,6.5256,92.2298,0.96841,-113.2692,99.5665,9.9392e-17,104.0362,0,-6.212e-17,-90.5595,0,6.212e-17,0,0,4.8454e-16,-69.6458,0,
12.3,13.3208,-13.1476,-3.7668,8.9717,-0.055727,-0.21658,8.5107,25.6423,-95.005,4.9028,153.8667,-108.6529,7.9514e-16,135,-90,-1.8636e-17,-100.6197,0,1.8636e-17,79.3803,0,-3.6651e-16,118.1939,0,8.1483,5.4797,92.5429,1.0435,-115.9284,99.6929,-4.9696e-17,82.875,0,-1.8636e-17,100.6197,0,1.8636e-17,-79.3803,0,-3.6651e-16,-118.1939,0,
12.4,13.2546,-13.1101,-3.8421,8.9187,-0.12748,-0.15379,8.4872,24.741,-95.2064,4.9837,155.101,-108.5606,0,0,-90,2.4848e-17,89.7726,0,3.2054e-15,45.6585,0,-2.609e-16,-96.7323,0,8.3701,4.6686,92.6538,1.3449,-119.8908,99.7008,0,0,0,2.4848e-17,-89.7726,0,3.2054e-15,-45.6585,0,-6.5847e-16,106.5508,0,
12.5,13.2338,-13.2022,-3.8244,8.8673,-0.19491,-0.10351,8.4677,24.8662,-95.3883,4.8194,158.8537,-108.1629,0,0,-90,-6.386e-15,179.1083,0,-3.1184e-15,180,0,5.4666e-16,-68.4512,0,8.4677,4.5366,92.6932,1.4822,-121.5321,99.7069,3.9757e-16,135,0,-6.386e-15,-179.1083,0,-3.1557e-15,178.196,0,1.0312e-15,53.1934,0,
12.6,12.8709,-13.3312,-4.0959,8.8807,-0.36793,-0.040503,8.5802,24.9361,-95.7854,4.4204,162.6996,-107.7609,0,0,-90,0,90,0,-3.2303e-15,180,0,5.2181e-16,-54.7398,0,8.3153,4.4539,92.7111,1.3052,-119.662,99.7525,0,0,0,0,-90,0,-3.2303e-15,-180,0,7.2059e-16,-73.5799,0,
12.7,12.3444,-13.2563,-4.1143,8.9899,-0.45817,0.0040202,8.7198,24.76,-96.1701,4.0493,166.4478,-107.5688,-3.9757e-16,0,-90,-6.3611e-15,-179.1048,0,-3.0812e-15,133.2101,0,-2.4848e-16,101.9574,0,8.0878,4.8355,92.5923,1.1143,-116.2951,99.6268,-2.3606e-16,0,0,-6.3611e-15,179.1048,0,-3.0812e-15,-133.2101,0,3.9757e-16,-71.4071,0,
12.8,11.8643,-13.4592,-4.1615,9.0791,-0.47958,0.013225,8.85,23.7386,-96.522,3.7325,168.9707,-107.4955,3.9757e-16,-180,-90,6.2617e-15,0,0,9.9392e-17,0,0,4.9696e-16,74.8209,0,7.9928,4.7247,92.472,0.98368,-114.6658,99.6179,-7.4544e-17,-79.3803,0,6.2617e-15,0,0,0,0,0,4.4727e-16,-76.2729,0,
12.9,12.1097,-13.2902,-4.1691,9.17,-0.50966,0.031967,8.9354,23.1481,-96.916,3.6479,166.9779,-107.7,3.9757e-16,116.5651,-90,-6.3114e-15,134.7753,0,-4.9696e-17,180,0,-8.4483e-16,146.6883,0,7.9994,4.4784,92.5118,1.0633,-115.7616,99.5775,9.9392e-17,-97.125,0,-6.3114e-15,-134.7753,0,-4.9696e-17,-180,0,-8.4483e-16,-146.6883,0,
13,11.9548,-13.3968,-4.1466,9.294,-0.54612,0.049869,9.0884,22.4803,-97.1686,3.7847,162.7322,-107.9415,0,0,-90,6.3611e-15,45,0,-9.9392e-17,91.8476,0,9.9392e-16,-23.4036,0,8.0985,3.7917,92.4883,1.2081,-117.8906,99.5489,8.6968e-17,-180,0,6.3611e-15,-45,0,-9.9392e-17,-91.8476,0,1.1927e-15,19.7341,0,
13.1,11.7551,-13.513,-4.3602,9.4529,-0.67699,0.10997,8.3636,31.8646,-98.7441,6.8666,143.7389,-110.9901,0,-90,-90,6.4605e-15,-44.1048,0,3.3793e-15,-41.4237,0,-4.9696e-16,-150.0339,0,8.2127,3.0868,92.4001,1.3378,-119.2027,99.4641,7.4544e-17,-180,0,6.3611e-15,45,0,3.2799e-15,42.2737,0,-3.9757e-16,144.2933,0,
13.2,11.8095,-13.0611,-4.4496,9.652,-0.96718,0.08518,6.4589,50.2645,-99.8185,14.5624,139.2316,-115.6338,-1.5903e-15,-26.5651,-90,0,-90,0,0,-90,0,8.9453e-16,-77.8812,0,8.2137,3.47,92.2584,1.3378,-119.4484,99.4994,1.5996e-16,111.9171,0,0,90,0,0,90,0,3.9757e-16,-79.713,0,
13.3,12.0362,-12.9348,-4.4826,9.8175,-1.2521,-0.014323,4.9003,64.0934,-100.9017,23.0719,137.0029,-119.8889,0,-90,-90,6.2617e-15,0,0,3.1806e-15,-3.5763,0,-1.3915e-15,104.4225,0,8.25,3.7467,92.1308,1.1537,-118.7173,99.689,9.9392e-17,-180,0,6.2617e-15,0,0,3.2799e-15,1.7357,0,-1.4909e-15,147.4825,0,
13.4,12.3056,-12.7874,-4.5789,9.8668,-1.511,-0.066296,3.3469,75.0133,-102.4322,33.1957,135.5632,-126.3972,0,90,-90,-6.3611e-15,180,0,0,0,0,-5.9635e-16,-102.342,0,8.3554,4.1672,91.9029,1.273,-119.3909,99.5403,9.9392e-17,104.0362,0,-6.3611e-15,180,0,0,0,0,-8.9453e-16,94.1691,0,
13.5,12.5462,-12.4717,-4.6723,9.9305,-1.7679,-0.17014,2.3248,81.7051,-103.2634,46.8681,135.4697,-134.787,0,90,-90,6.3611e-15,45,0,0,0,0,1.2921e-15,53.1218,0,8.4997,4.0612,91.7383,1.3103,-120.5937,99.5977,1.0871e-16,105.293,0,6.3611e-15,-45,0,0,0,0,1.0933e-15,-57.5456,0,
13.6,12.6122,-12.222,-4.9467,10.0118,-1.962,-0.23325,2.3511,83.3945,-104.7976,65.1711,136.2244,-146.7434,0,90,-90,-6.3611e-15,-179.1048,0,-3.0812e-15,134.0906,0,1.6897e-15,-50.7153,0,8.6692,4.1105,91.5956,1.3883,-121.4395,99.6146,1.9878e-16,-180,0,-6.3611e-15,179.1048,0,-3.0812e-15,-134.0906,0,1.0933e-15,62.1955,0,
13.7,12.6329,-11.9169,-5.1014,10.0077,-2.1833,-0.3014,4.6087,79.6179,-107.228,83.9991,138.5252,-160.3594,0,-90,-90,-9.9392e-17,-135,0,-3.0812e-15,133.2101,0,9.9392e-16,72.1297,0,8.7662,4.6612,91.3188,1.3884,-121.0967,99.5881,0,0,0,-9.9392e-17,135,0,-3.0812e-15,-133.2101,0,2.9818e-16,-84.4586,0,
13.8,12.744,-11.7861,-5.2419,9.9717,-2.3667,-0.37945,9.7496,72.4228,-111.3478,95.8777,142.8258,-171.3157,1.5903e-15,135,-90,9.9392e-17,45,0,-9.9392e-17,-135,0,5.9635e-16,-75.5761,0,8.8197,5.486,91.1183,1.2801,-119.8653,99.6301,4.9696e-17,-180,0,9.9392e-17,-45,0,-9.9392e-17,135,0,1.9878e-16,85.1096,0,
13.9,12.6913,-11.7254,-5.3278,9.9551,-2.4508,-0.53298,17.124,64.8481,-117.0823,98.1622,147.7752,-174.477,-2.3854e-15,-53.1301,-90,6.2617e-15,45,0,3.3793e-15,45,0,-1.2921e-15,121.532,0,8.9559,7.0652,90.8339,1.2173,-119.0323,99.6833,-9.9392e-17,0,0,6.2617e-15,-45,0,3.3793e-15,-45,0,-1.3915e-15,-123.4749,0,
14,12.4307,-11.7338,-5.4736,10.0045,-2.4661,-0.67506,25.0497,59.0875,-120.8681,93.3697,153.9859,-170.4656,1.5903e-15,-99.4623,-90,0,90,0,0,0,0,1.5903e-15,-75.0574,0,9.1729,8.0514,90.7244,1.1814,-118.7064,99.7459,-9.9392e-17,-75.9638,0,0,-90,0,0,0,0,1.0933e-15,79.6138,0,
14.1,12.0066,-11.8161,-5.4906,10.0615,-2.3839,-0.82958,33.1947,54.6783,-122.4068,84.8172,159.677,-152.0476,-1.5903e-15,0,-90,1.9878e-16,-88.1817,0,-3.2799e-15,-135.8814,0,1.2921e-15,-77.9379,0,9.3635,9.2538,90.5053,1.1668,-117.409,99.6151,-1.9878e-16,0,0,1.9878e-16,88.1817,0,-3.2799e-15,135.8814,0,1.3915e-15,77.0371,0,
14.2,11.7774,-11.8601,-5.3994,10.1905,-2.1616,-1.0266,42.343,50.4868,-123.0593,73.5104,163.7838,-123.3439,1.5903e-15,-111.8014,-90,0,180,0,3.1806e-15,-45,0,-1.7891e-15,103.2288,0,9.4924,10.4658,90.2844,1.0187,-114.9777,99.5145,-4.9696e-17,82.875,0,0,180,0,3.1806e-15,45,0,-1.6897e-15,-102.5152,0,
14.3,11.6578,-12.2755,-4.8572,10.3286,-1.6499,-1.3361,51.4226,46.2986,-122.8233,60.1534,167.7305,-105.0041,3.1806e-15,-165.9638,-90,0,-90,0,3.1806e-15,1.7899,0,-1.4909e-15,-110.9609,0,9.6429,11.8565,90.4431,0.94508,-114.9757,99.5995,-1.9878e-16,-63.4349,0,0,90,0,3.1806e-15,1.7899,0,-9.9392e-16,104.3428,0,
14.4,11.5229,-13.2974,-4.0488,10.4763,-0.88586,-1.7299,58.735,42.7004,-122.3148,45.8579,170.7076,-98.9074,-3.9757e-16,81.2538,-90,0,180,0,0,0,0,2.9818e-16,49.6502,0,10.065,12.8164,90.6684,1.0128,-117.8951,99.7286,0,-90,0,0,180,0,0,0,0,-9.9392e-17,-106.0817,0,
14.5,11.3872,-14.3867,-3.7168,10.6292,0.0166,-2.0266,63.4427,39.9237,-120.4895,33.4503,175.4243,-96.6738,-6.7587e-15,19.44,-90,-9.9392e-17,-90.8681,0,-3.1806e-15,-135,0,1.9878e-16,-87.6753,0,10.4591,12.919,91.0294,1.1858,-121.6806,99.8258,-1.9878e-16,-63.4349,0,-9.9392e-17,90.8681,0,-3.1806e-15,135,0,2.9818e-16,86.5142,0,
14.6,11.1414,-14.924,-3.7388,10.7471,0.82147,-2.1352,66.3636,37.5247,-118.0588,23.4779,-176.4587,-96.3203,7.9514e-16,108.4349,-90,-6.3611e-15,135,0,-3.2799e-15,180,0,1.5903e-15,-71.6375,0,10.6167,12.4625,91.0511,1.2409,-121.5405,99.6941,-1.9878e-16,63.4349,0,-6.3611e-15,-135,0,-3.2799e-15,-180,0,1.2921e-15,74.9209,0,
14.7,10.813,-15.2522,-3.8125,10.7946,1.3928,-2.1685,67.6807,35.7201,-115.0832,16.6686,-166.2085,-95.5534,-7.9514e-16,-80.5377,-90,4.9696e-17,75.9638,0,-4.9696e-17,-104.0362,0,-1.143e-15,-117.6224,0,10.4656,12.6058,91.2381,1.1069,-118.9539,99.6799,1.9878e-16,116.5651,0,0,180,0,-4.9696e-17,-180,0,-8.4483e-16,111.1933,0,
14.8,10.8805,-15.7401,-3.6512,10.7154,1.933,-2.1602,67.8451,34.8256,-110.6718,12.3086,-155.6806,-92.7666,-4.7708e-15,45,-90,-6.3611e-15,180,0,0,0,0,-6.212e-16,107.0842,0,10.3239,12.896,91.4562,0.95837,-116.5015,99.6894,-9.9392e-17,-75.9638,0,-6.3611e-15,180,0,-9.9392e-17,116.5651,0,-4.7211e-16,96.2096,0,
14.9,11.2886,-16.288,-3.3677,10.6032,2.4728,-2.1503,67.4878,34.2,-106.9386,8.4462,-139.7485,-89.4136,0,90,-90,-1.2424e-17,90.1085,0,-6.212e-17,91.1189,0,-8.8211e-16,100.2459,0,10.4548,12.3732,91.8383,0.97327,-118.3103,99.8426,9.9392e-17,-180,0,1.2424e-17,-89.8881,0,-6.212e-17,-91.1189,0,-1.3791e-15,-105.8066,0,
15,11.7437,-16.5704,-3.076,10.4387,2.6127,-2.154,67.2942,34.1902,-106.8073,6.2009,-131.2691,-87.689,3.1806e-15,-180,-90,6.3207e-15,0,0,4.0378e-17,0,0,5.5908e-17,-89.0954,0,10.6322,12.5248,92.0447,1.2428,-121.8842,99.8499,9.9392e-17,104.0362,0,6.3207e-15,0,0,4.0378e-17,0,0,6.5226e-16,79.5324,0,
15.1,12.0272,-16.5449,-3.0052,10.3952,2.457,-2.1218,67.8491,33.7539,-106.6299,4.9709,-127.3956,-86.2067,3.1806e-15,-180,-90,-6.3363e-15,134.8879,0,-3.2675e-15,176.5186,0,2.0251e-15,9.4481,0,10.6353,12.0633,92.2593,1.2668,-122.9035,99.8948,0,0,0,-6.3363e-15,-134.8879,0,-3.106e-15,176.3381,0,1.2176e-15,66.9119,0,
15.2,11.7888,-16.7806,-2.7489,10.4774,2.4683,-2.0426,68.893,33.6572,-108.286,4.9471,-136.3602,-86.3881,4.7708e-15,-180,-90,4.9696e-17,89.5524,0,-4.9696e-17,180,0,2.4537e-16,-88.4675,0,10.762,11.368,91.7436,1.21,-121.0626,99.6374,0,0,0,4.9696e-17,-89.5524,0,-4.9696e-17,-180,0,4.659e-17,89.0509,0,
15.3,10.9589,-16.9132,-2.9155,10.6359,2.6467,-1.857,69.0587,33.9825,-111.2808,6.8985,-152.3413,-90.5853,0,90,-90,-6.3285e-15,134.8527,0,-3.2613e-17,90.5875,0,-8.6192e-16,166.2191,0,10.9399,11.0427,90.9822,1.1666,-118.1429,99.2924,3.9757e-16,116.5651,0,-6.3285e-15,-134.8527,0,-3.2613e-17,-90.5875,0,-1.3092e-15,113.7302,0,
15.4,9.5991,-16.4565,-3.1657,10.8284,2.708,-1.7772,68.8834,33.4642,-113.951,9.5138,-161.5585,-93.1579,-7.9514e-15,-11.3099,-90,-6.212e-18,90.056,0,3.1371e-15,45.3944,0,-1.7021e-15,-119.3147,0,10.946,12.4347,90.4195,0.96068,-113.0042,99.1516,-2.9818e-16,-53.1301,0,-6.212e-18,-90.056,0,3.1371e-15,-45.3944,0,-1.1057e-15,110.0971,0,
15.5,9.4112,-16.1527,-2.9424,10.8814,2.3423,-1.8228,68.4802,33.8846,-115.4279,15.2872,-173.7997,-92.6866,-1.5903e-15,71.5651,-90,-6.4108e-15,-134.7788,0,4.9696e-17,-89.1048,0,-1.0933e-15,-110.0188,0,10.642,14.1641,90.6076,0.52316,-105.6042,99.4313,-4.3484e-17,0,0,-6.4108e-15,134.7788,0,3.7272e-17,89.3489,0,-5.3423e-16,93.2688,0,
15.6,10.1897,-16.0171,-2.5351,10.8632,1.6869,-1.9349,67.2666,36.9422,-117.1794,25.9395,176.5193,-93.7041,-4.7708e-15,39.8056,-90,-6.2617e-15,179.0906,0,-3.2799e-15,180,0,1.6897e-15,-71.4405,0,10.5437,14.9764,90.4399,0.39393,-103.1637,99.4818,2.4848e-17,92.3859,0,-6.2617e-15,-179.0906,0,-3.2799e-15,-180,0,1.8388e-15,-35.8977,0,
15.7,11.1741,-15.3922,-2.5572,10.7414,0.93123,-2.0145,63.719,42.4534,-118.2613,41.842,170.938,-97.8658,2.3854e-15,-117.5528,-90,9.9392e-17,45,0,-9.9392e-17,-91.8476,0,-1.4909e-15,170.7701,0,10.5587,14.3817,90.4895,0.65663,-110.4796,99.4723,-9.9392e-17,0,0,9.9392e-17,0,0,-9.9392e-17,91.7899,0,-1.3915e-15,-170.0613,0,
15.8,11.8631,-14.2479,-3.3017,10.6998,-0.0055187,-1.9792,57.5449,48.5696,-119.5466,60.1483,166.0005,-110.4332,2.3854e-15,126.8699,-90,6.3611e-15,45,0,0,0,0,1.3915e-15,68.2602,0,10.6085,12.5138,90.4039,0.96902,-117.2401,99.4046,-1.9878e-16,-63.4349,0,6.3611e-15,-45,0,0,0,0,1.2921e-15,-69.6735,0,
15.9,12.6559,-12.9891,-4.316,10.7291,-0.785,-1.7962,48.2007,54.4776,-119.5637,78.6245,161.7816,-143.157,3.1806e-15,-153.4349,-90,0,-90,0,-3.1806e-15,-135.9094,0,1.1927e-15,58.2071,0,10.5531,10.2379,90.4045,1.2295,-121.6472,99.3362,3.9757e-16,135,0,0,90,0,-3.1806e-15,134.1186,0,8.9453e-16,83.3064,0,
16,13.3049,-11.7003,-5.3778,10.7766,-1.4694,-1.4709,38.7635,58.3642,-118.0612,92.9116,157.491,179.0128,0,-90,-90,6.3611e-15,-0.89517,0,3.1806e-15,0,0,-4.9696e-16,-110.6077,0,10.4227,9.0937,90.1519,1.3833,-121.6996,99.2294,1.9878e-16,116.5651,0,6.3611e-15,0.89517,0,3.1806e-15,0,0,-8.9453e-16,123.9986,0,
16.1,13.8763,-11.0164,-6.2481,10.912,-1.8042,-1.1011,29.3121,62.6635,-116.8561,102.8894,151.1821,164.1206,0,0,-90,-6.1623e-15,-179.076,0,-3.0812e-15,-133.2101,0,2.9818e-16,-85.4337,0,10.346,8.1611,90.2174,1.2473,-120.2687,99.301,3.9757e-16,-180,0,-6.4605e-15,179.1186,0,-3.2799e-15,135,0,5.9635e-16,80.9172,0,
16.2,13.9621,-10.5069,-7.1023,11.1148,-1.8607,-0.66656,21.4096,67.0809,-113.6452,105.6071,146.3933,163.5275,-1.9878e-15,0,-90,6.2617e-15,-0.90938,0,0,90,0,0,-90,0,10.298,7.4541,90.3569,1.1686,-118.4117,99.3982,-9.9392e-17,0,0,6.2617e-15,0.90938,0,0,-90,0,1.9878e-16,87.1685,0,
16.3,13.5181,-10.5919,-7.5625,11.5137,-1.6072,-0.17432,15.8535,70.3095,-109.8444,99.6618,144.9964,169.9707,-3.9757e-16,-75.9638,-90,0,90,0,0,0,0,3.9757e-16,18.2669,0,10.4943,5.7677,90.6067,1.1469,-118.4229,99.4696,-9.9392e-17,0,0,0,-90,0,-1.9878e-16,153.4349,0,6.9575e-16,-83.8833,0,
16.4,12.7603,-11.0456,-7.7728,11.8291,-1.1222,0.39426,15.492,68.3337,-108.3912,85.8467,145.4455,-174.2962,-1.5903e-15,0,-90,-6.3611e-15,135,0,4.9696e-17,89.1048,0,-9.4423e-16,102.2597,0,10.6424,4.1023,90.9486,1.3317,-118.414,99.254,4.9696e-17,97.125,0,-6.3611e-15,-135,0,4.9696e-17,-89.1048,0,-9.9392e-16,100.8252,0,
16.5,12.0048,-12.2649,-7.3615,12.1118,-0.31812,0.83826,18.8972,61.7719,-106.8685,69.0999,149.0198,-152.2784,-3.1806e-15,-26.5651,-90,4.9696e-17,-89.5524,0,-3.2303e-15,180,0,6.4605e-16,-82.6572,0,10.7972,2.8987,91.3963,1.396,-117.8629,99.124,-1.056e-16,0,0,-4.9696e-17,90.4476,0,-3.2303e-15,-180,0,1.143e-15,77.1443,0,
16.6,11.5676,-13.8472,-6.6469,12.3764,0.40588,1.1298,24.709,52.6919,-106.7761,52.6655,153.0432,-132.961,-3.1806e-15,0,-90,0,-90,0,4.9696e-17,-89.076,0,-4.9696e-16,-106.7202,0,10.8772,3.1758,91.4935,1.2883,-115.1866,98.9893,-2.4848e-17,0,0,0,90,0,4.9696e-17,89.076,0,-2.4848e-16,98.5538,0,
16.7,11.0588,-15.5834,-5.8946,12.7013,1.3275,1.2398,31.4276,43.4446,-106.5655,37.6298,159.2239,-119.6482,3.1806e-15,-135,-90,-6.4108e-15,-135.2229,0,4.9696e-17,0,0,-1.2921e-15,167.8911,0,10.9595,4.7176,91.85,1.0066,-110.66,99.0271,-9.9392e-17,45,0,-6.4108e-15,135.2229,0,1.4909e-16,-33.6901,0,-1.2921e-15,-167.8418,0,
16.8,10.3517,-16.9314,-5.5241,12.9161,2.3079,1.3792,37.7038,37.079,-105.0807,24.4774,168.8243,-109.5024,0,-90,-90,0,180,0,4.9696e-17,89.1048,0,-1.8885e-15,-139.0081,0,10.9928,5.8399,91.9268,0.82499,-106.9215,98.8726,-1.9878e-16,32.0054,0,0,180,0,4.9696e-17,-89.1048,0,-1.3418e-15,129.3493,0,
16.9,9.6912,-17.4429,-5.3286,13.07,2.9234,1.6472,42.1704,33.2522,-102.8249,14.5967,-176.1512,-102.1003,-3.1806e-15,-45,-90,9.318e-18,-89.9167,0,3.2209e-15,0,0,-5.1094e-16,115.7817,0,10.9853,5.9326,92.1879,0.77393,-105.2452,98.7947,0,-90,0,9.318e-18,89.9167,0,3.2209e-15,0,0,-7.3457e-16,-124.8211,0,
17,9.029,-17.724,-5.5732,13.1681,3.3307,1.9878,44.5833,32.5301,-101.6197,8.5529,-161.1612,-97.3397,-3.1806e-15,-45,-90,-6.3611e-15,135,0,-3.1309e-15,134.5489,0,2.4848e-15,-32.2237,0,11.1207,5.2089,92.3421,0.9533,-106.8352,98.5814,0,-90,0,-6.3611e-15,-135,0,0,-90,0,-3.4787e-16,102.5378,0,
17.1,8.8156,-17.5981,-5.5475,13.1281,3.4001,2.2479,45.1429,32.6274,-101.7216,6.8545,-153.6736,-96.7252,0,-90,-90,0,180,0,0,0,0,1.9878e-15,-50.5178,0,11.1861,4.868,92.3668,1.1282,-107.8981,98.3829,0,-90,0,0,90,0,0,0,0,2.0872e-15,49.1355,0,
17.2,9.4664,-17.3826,-4.9627,13.0774,3.2955,2.3214,44.9664,32.7992,-100.2599,7.4304,-154.3465,-96.4893,0,90,-90,0,180,0,-3.1806e-15,180,0,7.9514e-16,4.9118,0,11.1212,4.3934,92.9702,1.0412,-107.4741,98.5515,0,-90,0,0,90,0,-3.1806e-15,179.5524,0,4.9696e-16,85.4854,0,
17.3,9.9647,-17.3364,-4.5871,13.031,3.213,2.3555,44.6728,33.4435,-97.9483,7.7842,-155.9184,-94.3226,9.5417e-15,-180,-90,0,90,0,3.1806e-15,-45.6636,0,-1.4909e-15,-117.7683,0,11.2368,4.0004,93.1295,1.1714,-109.508,98.6918,-1.9878e-16,-26.5651,0,0,-90,0,2.9818e-15,47.5094,0,-1.3915e-15,116.174,0,
17.4,10.4601,-17.3285,-4.572,12.8346,3.0102,2.4145,44.8394,33.5165,-93.4746,7.172,-146.4758,-90.6804,6.3611e-15,-153.4349,-90,-6.2617e-15,-134.5489,0,0,-90,0,-5.9635e-16,104.0825,0,11.1635,3.8576,93.934,1.4706,-113.4046,98.8801,0,0,0,-6.3611e-15,134.7771,0,-9.9392e-17,91.776,0,-2.9818e-16,91.6512,0,
17.5,11.0765,-17.6126,-3.8997,12.5501,2.9855,2.1725,44.6665,32.6031,-90.9644,5.692,-131.3534,-91.6806,-9.5417e-15,0,-90,0,90,0,0,0,0,-1.9878e-15,-148.6511,0,11.1655,3.8336,94.5015,1.6483,-116.7632,99.1578,0,90,0,0,-90,0,0,-90,0,-1.7891e-15,145.9243,0,
17.6,11.2793,-17.5553,-3.9667,12.3488,2.9545,2.0509,44.5727,32.1082,-89.7443,4.8993,-125.0584,-91.8937,0,-90,-90,0,180,0,0,-90,0,-9.9392e-16,116.2223,0,11.0483,3.2624,94.3655,1.7596,-117.2488,98.9693,-2.4848e-17,0,0,0,180,0,0,90,0,-9.9392e-16,-116.2223,0,
17.7,11.0549,-17.4581,-3.9559,12.2589,2.9601,1.8909,44.9275,31.69,-90.3136,5.2643,-128.0885,-93.1777,0,-90,-90,6.3611e-15,-44.7753,0,3.2054e-15,-0.88824,0,-4.7211e-16,106.652,0,10.8599,3.2044,94.2516,1.7208,-116.3008,98.6288,0,-90,0,6.3611e-15,44.7753,0,3.2054e-15,0.88824,0,-7.4544e-16,-115.3016,0,
17.8,11.2728,-17.2927,-3.886,12.0709,2.7036,1.6659,43.7679,32.7512,-93.8049,9.6426,-152.1535,-96.9894,-3.1806e-15,-45,-90,2.4848e-17,-63.4349,0,-3.1806e-15,-135.4511,0,1.6897e-15,-30.534,0,10.6471,3.1467,93.8265,1.4518,-114.5237,98.6707,9.9392e-17,-135,0,4.9696e-17,45,0,-3.1557e-15,135.6848,0,1.3915e-15,79.2936,0,
17.9,11.5936,-16.7605,-4.1623,11.9341,2.2249,1.4088,39.4893,37.1278,-98.7468,20.5088,-178.5973,-102.9348,3.1806e-15,135,-90,-6.212e-18,-90.0555,0,-4.3484e-17,-90.7712,0,2.8575e-16,-81.1436,0,10.642,4.0645,93.2618,1.3791,-114.2565,98.7762,-1.4909e-16,53.1301,0,-6.212e-18,90.0555,0,-4.3484e-17,90.7712,0,6.8332e-16,69.535,0,
18,11.9152,-16.0702,-4.7199,11.7838,1.6796,1.1386,31.173,46.5345,-102.6101,36.1881,168.3378,-110.384,0,0,-90,8.0756e-17,89.2727,0,-3.1619e-15,133.9503,0,6.5226e-16,8.7891,0,10.7034,4.6454,92.4417,1.3518,-114.5627,98.9815,-1.1492e-16,59.9667,0,6.212e-18,-89.944,0,-3.2178e-15,-134.4523,0,7.2681e-16,-7.9447,0,
18.1,12.3036,-14.7797,-5.5372,11.6375,1.0674,0.99216,21.5243,57.0574,-106.1034,50.6145,161.3244,-123.5218,0,90,-90,-2.4848e-17,180,0,-3.106e-15,180,0,5.4666e-16,-84.1624,0,10.6142,4.6978,91.8953,1.2734,-113.7374,99.0714,2.4848e-17,-97.125,0,-2.4848e-17,180,0,-3.106e-15,-180,0,4.7211e-16,84.9545,0,
18.2,12.8961,-13.2275,-6.07,11.4751,0.50085,0.86095,13.6759,66.898,-107.1771,58.9882,153.6001,-136.4348,0,-90,-90,2.4848e-17,-75.9638,0,-4.9696e-17,-90.924,0,-3.4787e-16,-94.7247,0,10.2757,4.9082,91.7291,1.201,-113.1301,99.1373,-1.9878e-16,63.4349,0,2.4848e-17,75.9638,0,-4.9696e-17,90.924,0,-2.4848e-16,-96.5839,0,
18.3,13.365,-12.847,-6.0889,11.3356,0.41695,0.66199,8.2914,74.1761,-105.7446,58.967,146.0103,-141.69,-3.1806e-15,26.5651,-90,6.4108e-15,0,0,4.9696e-17,-89.1048,0,8.4483e-16,-19.9535,0,10.1955,4.5689,91.8561,1.1557,-114.3084,99.3843,1.9878e-16,-180,0,6.4108e-15,0,0,4.9696e-17,89.1048,0,1.3418e-15,12.7025,0,
18.4,13.7906,-13.0836,-5.9512,11.0782,0.77164,0.48784,5.468,77.1867,-103.8883,49.7436,140.7758,-137.8774,3.1806e-15,135,-90,4.9696e-17,-63.4349,0,0,0,0,-1.1927e-15,-117.8633,0,10.2571,4.3259,92.2065,1.4133,-118.7176,99.4547,5.9791e-17,-180,0,4.9696e-17,63.4349,0,-4.9696e-17,-116.5651,0,-1.3915e-15,121.6427,0,
